timestep,edge_idx,flow,velocity
0,0,9.163288,5.8144836
0,1,4.468153,3.9751594
0,2,0.0005583145,0.0011877142
0,3,6.6147484e-05,0.00036945625
0,4,0.0,0.0
0,5,0.0,0.0
0,6,0.0,0.0
0,7,2.6004443,4.2998233
0,8,0.4881976,2.960647
0,9,8.673158,4.6063967
0,10,8.67441,4.40271
0,11,1.3281143,3.3277855
0,12,1.4400089,3.6735368
0,13,5.8606486,4.608433
0,14,5.8564596,6.1342373
0,15,5.0624857,4.873641
1,0,9.086725,5.804582
1,1,4.4296207,3.9688938
1,2,0.00031636402,0.00068089436
1,3,3.7473437e-05,0.00021428597
1,4,0.0,0.0
1,5,0.0,0.0
1,6,0.0,0.0
1,7,2.5705514,4.28786
1,8,0.48716873,2.9725947
1,9,8.584242,4.5971656
1,10,8.609195,4.400256
1,11,1.3305445,3.338632
1,12,1.4851289,3.7262087
1,13,5.805176,4.597523
1,14,5.805601,6.121748
1,15,5.0194993,4.864394
2,0,9.041809,5.797741
2,1,4.408903,3.9654994
2,2,0.00015878091,0.00034390338
2,3,1.8807037e-05,0.00010894012
2,4,0.0,0.0
2,5,0.0,0.0
2,6,0.0,0.0
2,7,2.5546324,4.281513
2,8,0.48642725,2.977853
2,9,8.548241,4.5949993
2,10,8.54849,4.3921976
2,11,1.317774,3.332194
2,12,1.4907379,3.7285776
2,13,5.776518,4.5952597
2,14,5.7771263,6.1147704
2,15,4.996318,4.8594594
3,0,9.013161,5.7942667
3,1,4.3990164,3.9638886
3,2,7.153427e-05,0.0001554067
3,3,8.472817e-06,4.9384904e-05
3,4,0.0,0.0
3,5,0.0,0.0
3,6,0.0,0.0
3,7,2.5473146,4.278653
3,8,0.48586583,2.982893
3,9,8.538116,4.597275
3,10,8.512486,4.386321
3,11,1.2993922,3.3229203
3,12,1.4294324,3.6763644
3,13,5.7650247,4.5955114
3,14,5.762493,6.1112156
3,15,4.9851084,4.85714
4,0,8.995537,5.7929306
4,1,4.394827,3.9632225
4,2,2.7544871e-05,5.9917966e-05
4,3,3.2624098e-06,1.9065847e-05
4,4,0.0,0.0
4,5,0.0,0.0
4,6,0.0,0.0
4,7,2.5445056,4.277621
4,8,0.485868,2.9881718
4,9,8.51023,4.5942087
4,10,8.516229,4.3902726
4,11,1.304864,3.3299923
4,12,1.4253402,3.686266
4,13,5.756404,4.591563
4,14,5.7554245,6.109543
4,15,4.980208,4.856188
5,0,8.989278,5.7914753
5,1,4.3934035,3.9630132
5,2,7.3011906e-06,1.5889194e-05
5,3,8.646422e-07,5.0576446e-06
5,4,0.0,0.0
5,5,0.0,0.0
5,6,0.0,0.0
5,7,2.5438323,4.2774415
5,8,0.485963,2.988308
5,9,8.491646,4.5903707
5,10,8.510754,4.390788
5,11,1.3122845,3.3342223
5,12,1.4793587,3.7314024
5,13,5.7500987,4.590055
5,14,5.752262,6.1088142
5,15,4.978404,4.855888
6,0,8.985277,5.79041
6,1,4.3931904,3.9630003
6,2,-7.972722e-07,-1.7351823e-06
6,3,-9.745306e-08,-5.701244e-07
6,4,0.0,0.0
6,5,0.0,0.0
6,6,0.0,0.0
6,7,2.544031,4.2775974
6,8,0.48567706,2.9875581
6,9,8.505745,4.593885
6,10,8.487022,4.384287
6,11,1.296708,3.3217359
6,12,1.4455452,3.6934173
6,13,5.751791,4.5936546
6,14,5.7510037,6.10854
6,15,4.977988,4.8558674
7,0,9.494726,5.8820605
7,1,4.6853156,3.9988666
7,2,-0.0040672696,-0.008109036
7,3,-0.0004820654,-0.0023722956
7,4,0.0,0.0
7,5,0.0,0.0
7,6,0.0,0.0
7,7,2.7692142,4.3693795
7,8,0.5670012,3.116476
7,9,8.97929,4.6401215
7,10,8.98842,4.4292946
7,11,1.3820248,3.3271103
7,12,1.5003682,3.6604424
7,13,6.125041,4.6587906
7,14,6.147658,6.2042155
7,15,5.331122,4.926325
8,0,10.298933,5.98406
8,1,4.998543,4.037087
8,2,-0.0029883604,-0.0054812734
8,3,-0.00035392956,-0.0014622469
8,4,0.0,0.0
8,5,0.0,0.0
8,6,0.0,0.0
8,7,2.9653187,4.4341855
8,8,0.6006409,3.0396755
8,9,9.7288,4.6915627
8,10,9.75699,4.492435
8,11,1.5236623,3.3310552
8,12,1.7212539,3.7234907
8,13,6.6072807,4.723599
8,14,6.6294894,6.314048
8,15,5.711392,4.9961214
9,0,10.908775,6.0629573
9,1,5.233691,4.0642805
9,2,-0.0023285027,-0.0040319846
9,3,-0.00025906452,-0.00095690845
9,4,0.0,0.0
9,5,0.0,0.0
9,6,0.0,0.0
9,7,3.116252,4.4831057
9,8,0.61527395,2.9715555
9,9,10.333139,4.7351227
9,10,10.319456,4.5305758
9,11,1.6038072,3.324165
9,12,1.7425045,3.6550097
9,13,6.959632,4.766185
9,14,6.9705753,6.3858204
9,15,5.9899607,5.0449047
10,0,11.3354,6.1163893
10,1,5.4078736,4.083091
10,2,-0.0018469362,-0.0030711633
10,3,-0.00020539363,-0.00070363143
10,4,0.0,0.0
10,5,0.0,0.0
10,6,0.0,0.0
10,7,3.242804,4.525395
10,8,0.6231719,2.9254098
10,9,10.746245,4.76186
10,10,10.725843,4.557853
10,11,1.662467,3.3175957
10,12,1.8035679,3.645042
10,13,7.214759,4.795463
10,14,7.22103,6.4372487
10,15,6.2021866,5.081629
11,0,11.651042,6.154512
11,1,5.5324345,4.095534
11,2,-0.001233919,-0.00199531
11,3,-0.00013720217,-0.00044679316
11,4,0.0,0.0
11,5,0.0,0.0
11,6,0.0,0.0
11,7,3.3410935,4.558173
11,8,0.6284689,2.8931894
11,9,11.055754,4.7815046
11,10,11.020247,4.5755987
11,11,1.7276695,3.3247838
11,12,1.8838584,3.6534977
11,13,7.4093385,4.819499
11,14,7.413514,6.475749
11,15,6.361066,5.1076784
12,0,11.877537,6.1819167
12,1,5.6159306,4.1040463
12,2,-0.00071369094,-0.0011333037
12,3,-7.934494e-05,-0.0002498931
12,4,0.0,0.0
12,5,0.0,0.0
12,6,0.0,0.0
12,7,3.4099233,4.5811872
12,8,0.6325629,2.8732753
12,9,11.258164,4.791459
12,10,11.248618,4.593101
12,11,1.7970276,3.3489294
12,12,1.9762242,3.6889904
12,13,7.538458,4.8317776
12,14,7.544649,6.5011377
12,15,6.4664793,5.1239004
13,0,11.56893,6.129888
13,1,5.4286275,4.0891724
13,2,0.002702127,0.0044778376
13,3,0.00030010464,0.0010198111
13,4,0.0,0.0
13,5,0.0,0.0
13,6,0.0,0.0
13,7,3.253367,4.525158
13,8,0.5650376,2.771513
13,9,10.963978,4.7647476
13,10,10.962331,4.575634
13,11,1.7604213,3.365082
13,12,1.9333968,3.7127185
13,13,7.289388,4.793911
13,14,7.273061,6.4477158
13,15,6.223422,5.0870743
14,0,10.963158,6.047616
14,1,5.2113,4.0689487
14,2,0.0023492416,0.0040973285
14,3,0.00026372392,0.0009847534
14,4,0.0,0.0
14,5,0.0,0.0
14,6,0.0,0.0
14,7,3.1120434,4.481563
14,8,0.5390916,2.7849932
14,9,10.388029,4.725684
14,10,10.384879,4.53641
14,11,1.6562135,3.3584633
14,12,1.8340251,3.7240536
14,13,6.9265985,4.7521067
14,14,6.913994,6.3748646
14,15,5.9371223,5.040045
15,0,10.486358,5.9838667
15,1,5.0472794,4.0514565
15,2,0.0016701479,0.0030326757
15,3,0.0001937652,0.000781721
15,4,0.0,0.0
15,5,0.0,0.0
15,6,0.0,0.0
15,7,3.0146842,4.4519434
15,8,0.52565074,2.819093
15,9,9.958524,4.700634
15,10,9.907935,4.495491
15,11,1.5270019,3.3171356
15,12,1.6816087,3.6647623
15,13,6.668227,4.7273808
15,14,6.6547804,6.320653
15,15,5.7327228,5.0051723
16,0,10.150101,5.939396
16,1,4.9129295,4.035586
16,2,0.0013033301,0.0024489984
16,3,0.00015449089,0.00066712085
16,4,0.0,0.0
16,5,0.0,0.0
16,6,0.0,0.0
16,7,2.9264138,4.422284
16,8,0.5178828,2.852292
16,9,9.606428,4.672127
16,10,9.623324,4.480119
16,11,1.4958917,3.3307674
16,12,1.6565242,3.710504
16,13,6.4712286,4.6983533
16,14,6.465823,6.278844
16,15,5.574951,4.9766293
17,0,9.917647,5.9091463
17,1,4.8126583,4.0225005
17,2,0.0009083498,0.0017524853
17,3,0.00010760424,0.0004905022
17,4,0.0,0.0
17,5,0.0,0.0
17,6,0.0,0.0
17,7,2.8565571,4.39774
17,8,0.5125748,2.8792744
17,9,9.404253,4.6613584
17,10,9.387995,4.458269
17,11,1.4427049,3.3229382
17,12,1.5438857,3.6465259
17,13,6.336656,4.6832333
17,14,6.328442,6.2467613
17,15,5.4587812,4.9542446
18,0,9.76288,5.890463
18,1,4.7447777,4.013258
18,2,0.0005863061,0.0011520702
18,3,6.989071e-05,0.0003310772
18,4,0.0,0.0
18,5,0.0,0.0
18,6,0.0,0.0
18,7,2.807991,4.3802004
18,8,0.5098274,2.8991504
18,9,9.263656,4.6522837
18,10,9.224858,4.443015
18,11,1.4099271,3.3161612
18,12,1.5347853,3.6517863
18,13,6.240777,4.6719694
18,14,6.2337914,6.2245727
18,15,5.3807774,4.938636
19,0,9.660746,5.8781376
19,1,4.7026157,4.007391
19,2,0.0003601301,0.00071586296
19,3,4.266681e-05,0.00020716274
19,4,0.0,0.0
19,5,0.0,0.0
19,6,0.0,0.0
19,7,2.7769508,4.368717
19,8,0.50853944,2.9143279
19,9,9.161053,4.6441317
19,10,9.126268,4.435441
19,11,1.3947989,3.3147545
19,12,1.5522809,3.6793728
19,13,6.177546,4.6625776
19,14,6.1734977,6.2104425
19,15,5.3326983,4.929066
20,0,9.596199,5.8703294
20,1,4.6783786,4.003972
20,2,0.00018710305,0.00037442014
20,3,2.2161536e-05,0.000109167915
20,4,0.0,0.0
20,5,0.0,0.0
20,6,0.0,0.0
20,7,2.7591155,4.3621345
20,8,0.5079427,2.9250712
20,9,9.093189,4.6384077
20,10,9.067684,4.431439
20,11,1.3867153,3.314354
20,12,1.5622652,3.697846
20,13,6.1398673,4.6566615
20,14,6.1381683,6.2021475
20,15,5.305079,4.9235754
21,0,9.558294,5.8658285
21,1,4.665804,4.002202
21,2,9.722129e-05,0.00019523506
21,3,1.1515575e-05,5.7157795e-05
21,4,0.0,0.0
21,5,0.0,0.0
21,6,0.0,0.0
21,7,2.7499661,4.3587666
21,8,0.50766337,2.93181
21,9,9.052896,4.6349874
21,10,9.034043,4.429079
21,11,1.3820574,3.3137085
21,12,1.5654097,3.706664
21,13,6.1196575,4.653563
21,14,6.119272,6.1977196
21,15,5.290682,4.920747
22,0,9.536006,5.86322
22,1,4.6593328,4.001293
22,2,4.937831e-05,9.933824e-05
22,3,5.8487567e-06,2.9144707e-05
22,4,0.0,0.0
22,5,0.0,0.0
22,6,0.0,0.0
22,7,2.7453277,4.3570714
22,8,0.50752676,2.9359493
22,9,9.029617,4.633089
22,10,9.014208,4.42756
22,11,1.378927,3.3130667
22,12,1.5646577,3.7094874
22,13,6.108716,4.652003
22,14,6.1089697,6.1953235
22,15,5.283243,4.919328
23,0,9.523194,5.8617306
23,1,4.656106,4.0008345
23,2,2.3932094e-05,4.818943e-05
23,3,2.834694e-06,1.4153196e-05
23,4,0.0,0.0
23,5,0.0,0.0
23,6,0.0,0.0
23,7,2.7429943,4.3562136
23,8,0.5074533,2.9383793
23,9,9.016876,4.632148
23,10,9.00237,4.4264784
23,11,1.3764881,3.312202
23,12,1.5620074,3.7089422
23,13,6.1031694,4.6513696
23,14,6.103671,6.1940975
23,15,5.279561,4.9186397
24,0,9.516478,5.8609476
24,1,4.6545925,4.0006065
24,2,1.0372654e-05,2.0895044e-05
24,3,1.2285932e-06,6.139801e-06
24,4,0.0,0.0
24,5,0.0,0.0
24,6,0.0,0.0
24,7,2.7417943,4.35575
24,8,0.5074064,2.9396462
24,9,9.010986,4.6318307
24,10,8.99564,4.4256864
24,11,1.3744082,3.31113
24,12,1.5585372,3.706547
24,13,6.10089,4.651286
24,14,6.101386,6.1935644
24,15,5.2779107,4.918318
25,0,10.984972,6.1101294
