timestep,node_idx,water_level,inlet_flow
0,0,292.8026,0.0
0,1,287.2044,0.0
0,2,310.66507,1.182738
0,3,309.72803,0.30743548
0,4,310.66406,0.0
0,5,313.18546,0.0
0,6,324.9165,-0.0
0,7,345.26065,0.0
0,8,347.95245,-0.0
0,9,312.60648,0.0
0,10,295.9269,0.31605163
0,11,293.5478,-0.0
0,12,295.75046,0.0
0,13,297.838,0.636682
0,14,297.4939,0.7553603
0,15,298.02444,0.0
0,16,304.54242,0.37927237
1,0,292.8049,0.0
1,1,287.2044,0.0
1,2,310.6654,1.1801478
1,3,309.72614,0.2831432
1,4,310.6654,0.0
1,5,313.18546,0.0
1,6,324.9165,-0.0
1,7,345.26065,0.0
1,8,347.95245,-0.0
1,9,312.605,0.0
1,10,295.91556,0.27153358
1,11,293.54944,-0.0
1,12,295.7503,0.0
1,13,297.83344,0.61163193
1,14,297.48972,0.73044586
1,15,298.02466,0.0
1,16,304.54175,0.3666401
2,0,292.787,0.0
2,1,287.19168,0.0
2,2,310.6557,1.1445293
2,3,309.7163,0.26500797
2,4,310.6557,0.0
2,5,313.18546,0.0
2,6,324.9165,-0.0
2,7,345.26065,0.0
2,8,347.95245,-0.0
2,9,312.60025,0.0
2,10,295.911,0.25417072
2,11,293.53174,-0.0
2,12,295.73175,0.0
2,13,297.82434,0.5646405
2,14,297.48257,0.6884434
2,15,298.0145,0.0
2,16,304.53247,0.34718904
3,0,292.77158,0.0
3,1,287.18103,0.0
3,2,310.64642,1.1162562
3,3,309.70752,0.25324538
3,4,310.64642,0.0
3,5,313.18546,0.0
3,6,324.9165,-0.0
3,7,345.26065,0.0
3,8,347.95245,-0.0
3,9,312.595,0.0
3,10,295.90906,0.24680544
3,11,293.51657,-0.0
3,12,295.716,0.0
3,13,297.81573,0.5251123
3,14,297.4773,0.65782064
3,15,298.00565,0.0
3,16,304.5244,0.33330053
4,0,292.76025,0.0
4,1,287.17322,0.0
4,2,310.63812,1.0933684
4,3,309.69968,0.24372499
4,4,310.6381,0.0
4,5,313.18546,0.0
4,6,324.9165,-0.0
4,7,345.26065,0.0
4,8,347.95245,-0.0
4,9,312.5899,0.0
4,10,295.908,0.24277167
4,11,293.50534,-0.0
4,12,295.704,0.0
4,13,297.81058,0.501541
4,14,297.47427,0.64037484
4,15,297.99817,0.0
4,16,304.51764,0.32570377
5,0,292.75177,0.0
5,1,287.16742,0.0
5,2,310.63077,1.0753797
5,3,309.69284,0.23609926
5,4,310.63074,0.0
5,5,313.18546,0.0
5,6,324.9165,-0.0
5,7,345.26065,0.0
5,8,347.95245,-0.0
5,9,312.58514,0.0
5,10,295.90747,0.24077082
5,11,293.49695,-0.0
5,12,295.69467,0.0
5,13,297.8077,0.4886336
5,14,297.47275,0.63155866
5,15,297.9918,0.0
5,16,304.5119,0.3213172
6,0,292.74542,0.0
6,1,287.16315,0.0
6,2,310.62466,1.0615783
6,3,309.68723,0.23042051
6,4,310.62466,0.0
6,5,313.18546,0.0
6,6,324.9165,-0.0
6,7,345.26065,0.0
6,8,347.95245,-0.0
6,9,312.5811,0.0
6,10,295.90723,0.2398691
6,11,293.49072,-0.0
6,12,295.68756,0.0
6,13,297.80627,0.48218516
6,14,297.472,0.6272814
6,15,297.9865,0.0
6,16,304.50717,0.3180755
7,0,292.77438,0.0
7,1,287.18512,0.0
7,2,310.65314,1.1700469
7,3,309.71667,0.29517344
7,4,310.65125,0.0
7,5,313.18546,0.0
7,6,324.9165,-0.0
7,7,345.26065,0.0
7,8,347.95245,-0.0
7,9,312.59738,0.0
7,10,295.9289,0.3240473
7,11,293.51987,-0.0
7,12,295.7232,0.0
7,13,297.82504,0.5678777
7,14,297.48517,0.70359665
7,15,298.0109,0.0
7,16,304.5307,0.35897872
8,0,292.82864,0.0
8,1,287.22238,0.0
8,2,310.69263,1.3112674
8,3,309.75354,0.3438696
8,4,310.69113,0.0
8,5,313.18546,0.0
8,6,324.9165,-0.0
8,7,345.26065,0.0
8,8,347.95245,-0.0
8,9,312.61743,0.0
8,10,295.93747,0.35887834
8,11,293.57413,-0.0
8,12,295.7828,0.0
8,13,297.8457,0.6791663
8,14,297.50174,0.80265117
8,15,298.04816,0.0
8,16,304.56433,0.41557446
9,0,292.87442,0.0
9,1,287.25052,0.0
9,2,310.72174,1.4121058
9,3,309.78098,0.37794656
9,4,310.7208,0.0
9,5,313.18546,0.0
9,6,324.9165,-0.0
9,7,345.26065,0.0
9,8,347.95245,-0.0
9,9,312.63254,0.0
9,10,295.94116,0.37421733
9,11,293.61838,-0.0
9,12,295.82944,0.0
9,13,297.86224,0.77285576
9,14,297.517,0.8961273
9,15,298.07617,0.0
9,16,304.58984,0.4646271
10,0,292.90866,0.0
10,1,287.27148,0.0
10,2,310.74326,1.485404
10,3,309.80103,0.40373105
10,4,310.7426,0.0
10,5,313.18546,0.0
10,6,324.9165,-0.0
10,7,345.26065,0.0
10,8,347.95245,-0.0
10,9,312.6444,0.0
10,10,295.94357,0.3843378
10,11,293.6505,-0.0
10,12,295.86453,0.0
10,13,297.87433,0.8429614
10,14,297.52887,0.9700311
10,15,298.09586,0.0
10,16,304.60864,0.4989163
11,0,292.93274,0.0
11,1,287.28638,0.0
11,2,310.7597,1.5383214
11,3,309.8163,0.42399326
11,4,310.75925,0.0
11,5,313.18546,0.0
11,6,324.9165,-0.0
11,7,345.26065,0.0
11,8,347.95245,-0.0
11,9,312.65396,0.0
11,10,295.94504,0.39040506
11,11,293.67355,-0.0
11,12,295.88983,0.0
11,13,297.88257,0.8912715
11,14,297.53656,1.0183537
11,15,298.11057,0.0
11,16,304.62283,0.52019787
12,0,292.95016,0.0
12,1,287.29694,0.0
12,2,310.7723,1.572029
12,3,309.82794,0.4384796
12,4,310.77194,0.0
12,5,313.18546,0.0
12,6,324.9165,-0.0
12,7,345.26065,0.0
12,8,347.95245,-0.0
12,9,312.6621,0.0
12,10,295.9459,0.3939638
12,11,293.6902,-0.0
12,12,295.90833,0.0
12,13,297.8877,0.9217221
12,14,297.5417,1.0507555
12,15,298.1218,0.0
12,16,304.63367,0.5377387
13,0,292.9819,0.0
13,1,287.31744,0.0
13,2,310.80072,1.6549191
13,3,309.85577,0.49757093
13,4,310.7998,0.0
13,5,313.18546,0.0
13,6,324.9165,-0.0
13,7,345.26065,0.0
13,8,347.95245,-0.0
13,9,312.68082,0.0
13,10,295.95682,0.4410446
13,11,293.72156,-0.0
13,12,295.94653,0.0
13,13,297.89957,0.99277467
13,14,297.5535,1.1263045
13,15,298.14658,0.0
13,16,304.6588,0.594059
14,0,293.02634,0.0
14,1,287.34412,0.0
14,2,310.82693,1.7353679
14,3,309.88052,0.538421
14,4,310.82623,0.0
14,5,313.18546,0.0
14,6,324.9165,-0.0
14,7,345.26065,0.0
14,8,347.95245,-0.0
14,9,312.69568,0.0
14,10,295.96103,0.46213466
14,11,293.7631,-0.0
14,12,295.99258,0.0
14,13,297.9146,1.0842252
14,14,297.56793,1.2196772
14,15,298.1724,0.0
14,16,304.68274,0.64755523
15,0,293.05807,0.0
15,1,287.36227,0.0
15,2,310.8459,1.7807778
15,3,309.89682,0.55491734
15,4,310.84503,0.0
15,5,313.18546,0.0
15,6,324.9165,-0.0
15,7,345.26065,0.0
15,8,347.95245,-0.0
15,9,312.70892,0.0
15,10,295.96298,0.47194085
15,11,293.79233,-0.0
15,12,296.0241,0.0
15,13,297.92587,1.15366
15,14,297.579,1.2920685
15,15,298.18942,0.0
15,16,304.6987,0.68947643
16,0,293.08127,0.0
16,1,287.37512,0.0
16,2,310.86026,1.807471
16,3,309.9093,0.5662582
16,4,310.85983,0.0
16,5,313.18546,0.0
16,6,324.9165,-0.0
16,7,345.26065,0.0
16,8,347.95245,-0.0
16,9,312.71814,0.0
16,10,295.96414,0.47789785
16,11,293.8136,-0.0
16,12,296.0473,0.0
16,13,297.93338,1.2003226
16,14,297.58624,1.3415966
16,15,298.20242,0.0
16,16,304.71088,0.71499896
17,0,293.09695,0.0
17,1,287.3837,0.0
17,2,310.87006,1.8234124
17,3,309.91763,0.57330304
17,4,310.86975,0.0
17,5,313.18546,0.0
17,6,324.9165,-0.0
17,7,345.26065,0.0
17,8,347.95245,-0.0
17,9,312.7251,0.0
17,10,295.96484,0.48134026
17,11,293.82782,-0.0
17,12,296.06268,0.0
17,13,297.9384,1.2314672
17,14,297.59082,1.3746865
17,15,298.211,0.0
17,16,304.7189,0.73289686
18,0,293.10767,0.0
18,1,287.38953,0.0
18,2,310.8766,1.833364
18,3,309.92322,0.57780135
18,4,310.87643,0.0
18,5,313.18546,0.0
18,6,324.9165,-0.0
18,7,345.26065,0.0
18,8,347.95245,-0.0
18,9,312.7298,0.0
18,10,295.9652,0.4833316
18,11,293.8375,-0.0
18,12,296.07315,0.0
18,13,297.94177,1.2528582
18,14,297.5938,1.396474
18,15,298.2168,0.0
18,16,304.72437,0.7455613
19,0,293.10526,0.0
19,1,287.3873,0.0
19,2,310.8706,1.8118559
19,3,309.91675,0.5547113
19,4,310.8706,0.0
19,5,313.18546,0.0
19,6,324.9165,-0.0
19,7,345.26065,0.0
19,8,347.95245,-0.0
19,9,312.7256,0.0
19,10,295.96088,0.4613519
19,11,293.8341,-0.0
19,12,296.0674,0.0
19,13,297.93994,1.2411512
19,14,297.59222,1.3848386
19,15,298.21222,0.0
19,16,304.7196,0.7333164
20,0,293.09204,0.0
20,1,287.3798,0.0
20,2,310.8622,1.783457
20,3,309.90878,0.54000413
20,4,310.8622,0.0
20,5,313.18546,0.0
20,6,324.9165,-0.0
20,7,345.26065,0.0
20,8,347.95245,-0.0
20,9,312.72125,0.0
20,10,295.9591,0.45251593
20,11,293.82184,-0.0
20,12,296.05356,0.0
20,13,297.93585,1.215626
20,14,297.5885,1.3578846
20,15,298.20413,0.0
20,16,304.71198,0.715406
21,0,293.0814,0.0
21,1,287.37387,0.0
21,2,310.856,1.7649941
21,3,309.90308,0.53140193
21,4,310.856,0.0
21,5,313.18546,0.0
21,6,324.9165,-0.0
21,7,345.26065,0.0
21,8,347.95245,-0.0
21,9,312.7177,0.0
21,10,295.9583,0.44842264
21,11,293.8121,-0.0
21,12,296.043,0.0
21,13,297.93237,1.1938794
21,14,297.5853,1.3348149
21,15,298.19827,0.0
21,16,304.70645,0.70213413
22,0,293.07367,0.0
22,1,287.3696,0.0
22,2,310.85098,1.7532417
22,3,309.89865,0.52586746
22,4,310.85098,0.0
22,5,313.18546,0.0
22,6,324.9165,-0.0
22,7,345.26065,0.0
22,8,347.95245,-0.0
22,9,312.71442,0.0
22,10,295.95776,0.44572452
22,11,293.80505,-0.0
22,12,296.0353,0.0
22,13,297.92993,1.178767
22,14,297.58307,1.3188075
22,15,298.19388,0.0
22,16,304.70233,0.69375366
23,0,293.0678,0.0
23,1,287.36633,0.0
23,2,310.8466,1.7458818
23,3,309.8949,0.5228084
23,4,310.84656,0.0
23,5,313.18546,0.0
23,6,324.9165,-0.0
23,7,345.26065,0.0
23,8,347.95245,-0.0
23,9,312.7112,0.0
23,10,295.95743,0.44405645
23,11,293.7997,-0.0
