timestep,node_idx,water_level,inlet_flow
0,0,292.1361,0.0
0,1,286.6,0.0
0,2,310.0997,-0.0
0,3,309.1784,-0.0
0,4,310.3845,0.0
0,5,313.18546,0.0
0,6,324.9165,-0.0
0,7,345.26065,0.0
0,8,347.95245,-0.0
0,9,312.25,0.0
0,10,295.78397,-0.0
0,11,292.84604,-0.0
0,12,295.00772,0.0
0,13,297.62054,-0.0
0,14,297.2614,-0.0
0,15,297.46524,0.0
0,16,304.05383,-0.0
1,0,292.1361,0.0
1,1,286.6,0.0
1,2,310.0997,-0.0
1,3,309.1784,-0.0
1,4,310.3845,0.0
1,5,313.18546,0.0
1,6,324.9165,-0.0
1,7,345.26065,0.0
1,8,347.95245,-0.0
1,9,312.25,0.0
1,10,295.78397,-0.0
1,11,292.84604,-0.0
1,12,295.00772,0.0
1,13,297.62054,-0.0
1,14,297.2614,-0.0
1,15,297.46524,0.0
1,16,304.05383,-0.0
2,0,292.1361,0.0
2,1,286.6,0.0
2,2,310.0997,-0.0
2,3,309.1784,-0.0
2,4,310.3845,0.0
2,5,313.18546,0.0
2,6,324.9165,-0.0
2,7,345.26065,0.0
2,8,347.95245,-0.0
2,9,312.25,0.0
2,10,295.78397,-0.0
2,11,292.84604,-0.0
2,12,295.00772,0.0
2,13,297.62054,-0.0
2,14,297.2614,-0.0
2,15,297.46524,0.0
2,16,304.05383,-0.0
3,0,292.1361,0.0
3,1,286.6,0.0
3,2,310.0997,-0.0
3,3,309.1784,-0.0
3,4,310.3845,0.0
3,5,313.18546,0.0
3,6,324.9165,-0.0
3,7,345.26065,0.0
3,8,347.95245,-0.0
3,9,312.25,0.0
3,10,295.78397,-0.0
3,11,292.84604,-0.0
3,12,295.00772,0.0
3,13,297.62054,-0.0
3,14,297.2614,-0.0
3,15,297.46524,0.0
3,16,304.05383,-0.0
4,0,292.1361,0.0
4,1,286.6,0.0
4,2,310.0997,-0.0
4,3,309.1784,-0.0
4,4,310.3845,0.0
4,5,313.18546,0.0
4,6,324.9165,-0.0
4,7,345.26065,0.0
4,8,347.95245,-0.0
4,9,312.25,0.0
4,10,295.78397,-0.0
4,11,292.84604,-0.0
4,12,295.00772,0.0
4,13,297.62054,-0.0
4,14,297.2614,-0.0
4,15,297.46524,0.0
4,16,304.05383,-0.0
5,0,292.1361,0.0
5,1,286.6,0.0
5,2,310.0997,-0.0
5,3,309.1784,-0.0
5,4,310.3845,0.0
5,5,313.18546,0.0
5,6,324.9165,-0.0
5,7,345.26065,0.0
5,8,347.95245,-0.0
5,9,312.25,0.0
5,10,295.78397,-0.0
5,11,292.84604,-0.0
5,12,295.00772,0.0
5,13,297.62054,-0.0
5,14,297.2614,-0.0
5,15,297.46524,0.0
5,16,304.05383,-0.0
6,0,292.1361,0.0
6,1,286.6,0.0
6,2,310.0997,-0.0
6,3,309.1784,-0.0
6,4,310.3845,0.0
6,5,313.18546,0.0
6,6,324.9165,-0.0
6,7,345.26065,0.0
6,8,347.95245,-0.0
6,9,312.25,0.0
6,10,295.78397,-0.0
6,11,292.84604,-0.0
6,12,295.00772,0.0
6,13,297.62054,-0.0
6,14,297.2614,-0.0
6,15,297.46524,0.0
6,16,304.05383,-0.0
7,0,292.1361,0.0
7,1,286.6,0.0
7,2,310.0997,-0.0
7,3,309.1784,-0.0
7,4,310.3845,0.0
7,5,313.18546,0.0
7,6,324.9165,-0.0
7,7,345.26065,0.0
7,8,347.95245,-0.0
7,9,312.25,0.0
7,10,295.78397,-0.0
7,11,292.84604,-0.0
7,12,295.00772,0.0
7,13,297.62054,-0.0
7,14,297.2614,-0.0
7,15,297.46524,0.0
7,16,304.05383,-0.0
8,0,292.1361,0.0
8,1,286.6,0.0
8,2,310.0997,-0.0
8,3,309.1784,-0.0
8,4,310.3845,0.0
8,5,313.18546,0.0
8,6,324.9165,-0.0
8,7,345.26065,0.0
8,8,347.95245,-0.0
8,9,312.25,0.0
8,10,295.78397,-0.0
8,11,292.84604,-0.0
8,12,295.00772,0.0
8,13,297.62054,-0.0
8,14,297.2614,-0.0
8,15,297.46524,0.0
8,16,304.05383,-0.0
9,0,292.1361,0.0
9,1,286.6,0.0
9,2,310.0997,-0.0
9,3,309.1784,-0.0
9,4,310.3845,0.0
9,5,313.18546,0.0
9,6,324.9165,-0.0
9,7,345.26065,0.0
9,8,347.95245,-0.0
9,9,312.25,0.0
9,10,295.78397,-0.0
9,11,292.84604,-0.0
9,12,295.00772,0.0
9,13,297.62054,-0.0
9,14,297.2614,-0.0
9,15,297.46524,0.0
9,16,304.05383,-0.0
10,0,292.1361,0.0
10,1,286.6,0.0
10,2,310.0997,-0.0
10,3,309.1784,-0.0
10,4,310.3845,0.0
10,5,313.18546,0.0
10,6,324.9165,-0.0
10,7,345.26065,0.0
10,8,347.95245,-0.0
10,9,312.25,0.0
10,10,295.78397,-0.0
10,11,292.84604,-0.0
10,12,295.00772,0.0
10,13,297.62054,-0.0
10,14,297.2614,-0.0
10,15,297.46524,0.0
10,16,304.05383,-0.0
11,0,292.1361,0.0
11,1,286.6,0.0
11,2,310.0997,-0.0
11,3,309.1784,-0.0
11,4,310.3845,0.0
11,5,313.18546,0.0
11,6,324.9165,-0.0
11,7,345.26065,0.0
11,8,347.95245,-0.0
11,9,312.25,0.0
11,10,295.78397,-0.0
11,11,292.84604,-0.0
11,12,295.00772,0.0
11,13,297.62054,-0.0
11,14,297.2614,-0.0
11,15,297.46524,0.0
11,16,304.05383,-0.0
12,0,292.1361,0.0
12,1,286.6,0.0
12,2,310.0997,-0.0
12,3,309.1784,-0.0
12,4,310.3845,0.0
12,5,313.18546,0.0
12,6,324.9165,-0.0
12,7,345.26065,0.0
12,8,347.95245,-0.0
